"ISBN";"Book-Title";"Book-Author";"Year-Of-Publication";"Publisher";"Image-URL-S";"Image-URL-M";"Image-URL-L"
"0425145794";"In the Dark";"Carol Brennan";"1995";"Berkley Pub Group";"http://images.amazon.com/images/P/0425145794.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0425145794.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0425145794.01.LZZZZZZZ.jpg"
"0446530697";"Running with the Giants: What the Old Testament Heroes Want You to Know About Life and Leadership";"John C. Maxwell";"2002";"Warner Faith";"http://images.amazon.com/images/P/0446530697.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0446530697.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0446530697.01.LZZZZZZZ.jpg"
"0152567089";"The Napping House";"Audrey Wood";"1984";"Harcourt Children's Books";"http://images.amazon.com/images/P/0152567089.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0152567089.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0152567089.01.LZZZZZZZ.jpg"
"0061056405";"Foundation and Chaos : The Second Foundation Trilogy (Second Foundation Trilogy (Paperback))";"Greg Bear";"1999";"Eos";"http://images.amazon.com/images/P/0061056405.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0061056405.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0061056405.01.LZZZZZZZ.jpg"
"0061020052";"Infinity Beach";"Jack McDevitt";"2001";"Eos";"http://images.amazon.com/images/P/0061020052.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0061020052.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0061020052.01.LZZZZZZZ.jpg"
"0553583743";"The Ghost Sister";"Liz Williams";"2001";"Spectra Books";"http://images.amazon.com/images/P/0553583743.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0553583743.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0553583743.01.LZZZZZZZ.jpg"
"0441005926";"Illegal Alien";"Robert J. Sawyer";"1999";"Ace Books";"http://images.amazon.com/images/P/0441005926.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0441005926.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0441005926.01.LZZZZZZZ.jpg"
"0812542991";"Rogue Star (Firestar Saga (Paperback))";"Michael Flynn";"1999";"Tor Books";"http://images.amazon.com/images/P/0812542991.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0812542991.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0812542991.01.LZZZZZZZ.jpg"
"0886778980";"Stronghold Rising (Sholan Alliance Novels)";"Lisanne Norman";"2000";"Daw Books";"http://images.amazon.com/images/P/0886778980.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0886778980.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0886778980.01.LZZZZZZZ.jpg"
"0812541723";"There and Back Again";"Pat Murphy";"2000";"Tor Books";"http://images.amazon.com/images/P/0812541723.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0812541723.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0812541723.01.LZZZZZZZ.jpg"
"0812549333";"Wind from a Foreign Sky (The Tielmaran Chronicles, Book 1)";"Katya Reimann";"1997";"Tor Books";"http://images.amazon.com/images/P/0812549333.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0812549333.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0812549333.01.LZZZZZZZ.jpg"
"0446609412";"The Quiet Invasion";"Sarah Zettel";"2001";"Aspect";"http://images.amazon.com/images/P/0446609412.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0446609412.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0446609412.01.LZZZZZZZ.jpg"
"0312855257";"Firestar";"Michael Flynn";"1996";"St Martins Pr";"http://images.amazon.com/images/P/0312855257.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0312855257.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0312855257.01.LZZZZZZZ.jpg"
"0553258397";"Heart of the Comet";"Gregory Benford";"1987";"Spectra Books";"http://images.amazon.com/images/P/0553258397.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0553258397.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0553258397.01.LZZZZZZZ.jpg"
"0312968302";"Thrones, Dominations";"Dorothy L. Sayers";"1999";"St. Martin's Press";"http://images.amazon.com/images/P/0312968302.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0312968302.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0312968302.01.LZZZZZZZ.jpg"
"0451205359";"The Ivory Dragon (Signet Regency Romance)";"Emily Hendrickson";"2002";"Signet Book";"http://images.amazon.com/images/P/0451205359.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0451205359.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0451205359.01.LZZZZZZZ.jpg"
"0373291671";"Proper Wife (Historical)";"Julia Justiss";"2001";"Harlequin";"http://images.amazon.com/images/P/0373291671.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0373291671.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0373291671.01.LZZZZZZZ.jpg"
"0671578081";"Komarr (Miles Vorkosigan Adventures (Paperback))";"Lois McMaster Bujold";"1999";"Baen";"http://images.amazon.com/images/P/0671578081.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0671578081.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0671578081.01.LZZZZZZZ.jpg"
"0886776724";"Enchanted Forests";"Katharine Kerr";"1995";"Daw Books";"http://images.amazon.com/images/P/0886776724.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0886776724.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0886776724.01.LZZZZZZZ.jpg"
"0312972857";"Quaker Witness (An Elizabeth Elliot Mystery)";"Irene Allen";"2001";"St. Martin's Paperbacks";"http://images.amazon.com/images/P/0312972857.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0312972857.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0312972857.01.LZZZZZZZ.jpg"
"8426102069";"Jane Eyre";"Charlotte Bronte";"1997";"Juventud";"http://images.amazon.com/images/P/8426102069.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/8426102069.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/8426102069.01.LZZZZZZZ.jpg"
"8403602626";"Santa Balbina, 37, (Relatos Cortos - Short Stories)";"Camilo Jose Cela";"1995";"Relato Corto Aguilar";"http://images.amazon.com/images/P/8403602626.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/8403602626.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/8403602626.01.LZZZZZZZ.jpg"
"8472239187";"Vida Y Amores De Una Maligna";"Fay Weldon";"2002";"Tusquets";"http://images.amazon.com/images/P/8472239187.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/8472239187.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/8472239187.01.LZZZZZZZ.jpg"
"1853260886";"Henry V Classics Library (Classics Library (NTC))";"William Shakespeare";"1998";"Pub Group West";"http://images.amazon.com/images/P/1853260886.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1853260886.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/1853260886.01.LZZZZZZZ.jpg"
"8401242312";"Doce cuentos peregrinos";"Gabriel Garcia Marquez";"1998";"Plaza &amp; Janes Editores, S.A.";"http://images.amazon.com/images/P/8401242312.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/8401242312.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/8401242312.01.LZZZZZZZ.jpg"
"0345333837";"Hidden Lake";"Trish Janeshutz";"1987";"Ballantine Books";"http://images.amazon.com/images/P/0345333837.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0345333837.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0345333837.01.LZZZZZZZ.jpg"
"0486282147";"The Hound of the Baskervilles (Dover Thrift Editions)";"Sir Arthur Conan Doyle";"1994";"Dover Publications";"http://images.amazon.com/images/P/0486282147.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0486282147.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0486282147.01.LZZZZZZZ.jpg"
"0843950374";"Savage Love";"Cassie Edwards";"2002";"Leisure Books";"http://images.amazon.com/images/P/0843950374.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0843950374.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0843950374.01.LZZZZZZZ.jpg"
"0140621644";"The Black Arrow (Penguin Popular Classics)";"Robert L. Stevenson";"1995";"Penguin Books Ltd";"http://images.amazon.com/images/P/0140621644.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0140621644.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0140621644.01.LZZZZZZZ.jpg"
"0373168918";"Regarding The Tycoon'S Toddler... (Just For Kids) (Harlequin American Romance, No. 891)";"Jim Wilson";"2001";"Harlequin";"http://images.amazon.com/images/P/0373168918.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0373168918.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0373168918.01.LZZZZZZZ.jpg"
"0345288823";"Heir of Sea and Fire";"Patricia A. McKillip";"1980";"Ballantine Books";"http://images.amazon.com/images/P/0345288823.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0345288823.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0345288823.01.LZZZZZZZ.jpg"
"0586089950";"Unlimited Dream Company";"J G Ballard";"0";"Hunter Publishing+inc";"http://images.amazon.com/images/P/0586089950.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0586089950.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0586089950.01.LZZZZZZZ.jpg"
"0586044566";"High Rise";"J G Ballard";"0";"Firebird Distributing";"http://images.amazon.com/images/P/0586044566.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0586044566.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0586044566.01.LZZZZZZZ.jpg"
"1859845738";"The Fountain at the Centre of the World";"Robert Newman";"2003";"Verso";"http://images.amazon.com/images/P/1859845738.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1859845738.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/1859845738.01.LZZZZZZZ.jpg"
"0952921502";"Addict";"Stephen Smith";"1997";"Westworld International Ltd";"http://images.amazon.com/images/P/0952921502.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0952921502.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0952921502.01.LZZZZZZZ.jpg"
"0571197205";"Happy Like Murderers: The True Story of Fred and Rosemary West";"Gordon Burn";"1999";"Faber and Faber Ltd";"http://images.amazon.com/images/P/0571197205.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0571197205.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0571197205.01.LZZZZZZZ.jpg"
"0330319655";"Lanark a Life In Books";"Alasdair Gray";"0";"Pan Books Ltd";"http://images.amazon.com/images/P/0330319655.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0330319655.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0330319655.01.LZZZZZZZ.jpg"
"0141185074";"East of Eden (Penguin Modern Classics)";"John Steinbeck";"2000";"Penguin Books Ltd";"http://images.amazon.com/images/P/0141185074.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0141185074.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0141185074.01.LZZZZZZZ.jpg"
"1582342431";"Across Open Ground: A Novel";"Heather Parkinson";"2002";"Bloomsbury Publishing PLC";"http://images.amazon.com/images/P/1582342431.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1582342431.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/1582342431.01.LZZZZZZZ.jpg"
"0743225708";"Bringing Down the House : The Inside Story of Six MIT Students Who Took Vegas for Millions";"Ben Mezrich";"2002";"Free Press";"http://images.amazon.com/images/P/0743225708.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0743225708.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0743225708.01.LZZZZZZZ.jpg"
"0330302663";"The Rainbow Stories";"William T. Vollman";"1990";"Pan Macmillan";"http://images.amazon.com/images/P/0330302663.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0330302663.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0330302663.01.LZZZZZZZ.jpg"
"0140186522";"Heart of Darkness: With the Congo Diary (Penguin Twentieth-Century Classics)";"Joseph Conrad";"1995";"Penguin Books";"http://images.amazon.com/images/P/0140186522.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0140186522.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0140186522.01.LZZZZZZZ.jpg"
"0192834738";"Orlando: A Biography";"Virginia Woolf";"2000";"Oxford Univ Pr on Demand";"http://images.amazon.com/images/P/0192834738.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0192834738.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0192834738.01.LZZZZZZZ.jpg"
"2070362264";"Pierrot Mon Ami";"Raymond Queneau";"1972";"Continental Book Co Inc";"http://images.amazon.com/images/P/2070362264.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/2070362264.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/2070362264.01.LZZZZZZZ.jpg"
"0521484847";"The Cambridge Companion to Joseph Conrad (Cambridge Companions to Literature)";"J. H. Stape";"1996";"Cambridge University Press";"http://images.amazon.com/images/P/0521484847.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0521484847.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0521484847.01.LZZZZZZZ.jpg"
"0415165237";"American Civilization: An Introduction";"David Mauk";"1998";"Routledge";"http://images.amazon.com/images/P/0415165237.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0415165237.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0415165237.01.LZZZZZZZ.jpg"
"0582329302";"York Notes Advanced on \"A Streetcar Named Desire\" by Tennessee Williams (York Notes Advanced)";"Hana Sambrook";"1998";"Pearson York Notes";"http://images.amazon.com/images/P/0582329302.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0582329302.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0582329302.01.LZZZZZZZ.jpg"
"2253011797";"Trois contes";"Gustave Flaubert";"1972";"LGF";"http://images.amazon.com/images/P/2253011797.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/2253011797.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/2253011797.01.LZZZZZZZ.jpg"
"2070364429";"Le Dimanche de la vie";"Raymond Queneau";"1973";"Gallimard";"http://images.amazon.com/images/P/2070364429.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/2070364429.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/2070364429.01.LZZZZZZZ.jpg"
"2264003790";"Le roman de Tristan et Iseut";"Joseph Bedier";"1981";"10-18";"http://images.amazon.com/images/P/2264003790.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/2264003790.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/2264003790.01.LZZZZZZZ.jpg"
"0460873202";"Under Milk Wood (Everyman)";"Dylan Thomas";"1993";"Phoenix mass market p/bk";"http://images.amazon.com/images/P/0460873202.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0460873202.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0460873202.01.LZZZZZZZ.jpg"
"0393963357";"Lord Jim: Authoritative Text, Backgrounds, Sources, Criticism (Norton Critical Edition)";"Joseph Conrad";"1996";"W. W. Norton &amp; Company";"http://images.amazon.com/images/P/0393963357.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0393963357.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0393963357.01.LZZZZZZZ.jpg"
"0192836544";"Confessions of an English Opium-Eater and Other Writings (Oxford World's Classics (Paperback))";"Thomas De Quincey";"1998";"Oxford University Press";"http://images.amazon.com/images/P/0192836544.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0192836544.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0192836544.01.LZZZZZZZ.jpg"
"2070376001";"Armoires Vides (Folio Series No. 1600)";"Annie Ernaux";"1989";"Contemporary French Fiction";"http://images.amazon.com/images/P/2070376001.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/2070376001.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/2070376001.01.LZZZZZZZ.jpg"
"2070403947";"Lettres de Londres";"Julian Barnes";"1998";"Gallimard";"http://images.amazon.com/images/P/2070403947.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/2070403947.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/2070403947.01.LZZZZZZZ.jpg"
"0672307456";"Html and Cgi Unleashed/Book and Cd-Rom";"John December";"1995";"Macmillan Computer Pub";"http://images.amazon.com/images/P/0672307456.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0672307456.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0672307456.01.LZZZZZZZ.jpg"
"0140360778";"The Road to Memphis";"Mildred D. Taylor";"1992";"Puffin Books";"http://images.amazon.com/images/P/0140360778.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0140360778.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0140360778.01.LZZZZZZZ.jpg"
"0877853983";"Light in My Darkness";"Helen Keller";"2000";"Chrysalis Books";"http://images.amazon.com/images/P/0877853983.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0877853983.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0877853983.01.LZZZZZZZ.jpg"
