"ISBN";"Book-Title";"Book-Author";"Year-Of-Publication";"Publisher";"Image-URL-S";"Image-URL-M";"Image-URL-L"
"068160204X";"The Royals";"Kitty Kelley";"2020";"Bausch &amp; Lombard";"http://images.amazon.com/images/P/068160204X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/068160204X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/068160204X.01.LZZZZZZZ.jpg"
"0826212034";"Dear Bess: The Letters from Harry to Bess Truman, 1910-1959 (Give 'em Hell Harry Series)";"Harry S. Truman";"1998";"University of Missouri Press";"http://images.amazon.com/images/P/0826212034.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0826212034.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0826212034.01.LZZZZZZZ.jpg"
"1559272503";"Mrs. De Winter : The Sequel to Daphne du Maurier's Rebecca";"Susan HIll";"1993";"Audio Renaissance";"http://images.amazon.com/images/P/1559272503.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1559272503.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/1559272503.01.LZZZZZZZ.jpg"
"0385285906";"Love and Will";"Rollo May";"1995";"Delta Trade Paperbacks";"http://images.amazon.com/images/P/0385285906.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0385285906.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0385285906.01.LZZZZZZZ.jpg"
"038523502X";"Betty: A Glad Awakening";"Betty Ford";"1987";"Bantam Dell Pub Group";"http://images.amazon.com/images/P/038523502X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/038523502X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/038523502X.01.LZZZZZZZ.jpg"
"0399511210";"The Further Prophecies of Nostradamus: 1985 and Beyond";"Erika Cheetham";"1985";"Perigee Books";"http://images.amazon.com/images/P/0399511210.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0399511210.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0399511210.01.LZZZZZZZ.jpg"
"0395353009";"The Prince of Tides";"Pat Conroy";"1986";"Houghton Mifflin Company";"http://images.amazon.com/images/P/0395353009.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0395353009.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0395353009.01.LZZZZZZZ.jpg"
"0517662922";"Victims: A Novel";"Dorothy Uhnak";"1988";"Random House Value Pub";"http://images.amazon.com/images/P/0517662922.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0517662922.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0517662922.01.LZZZZZZZ.jpg"
"0786014202";"Thicker Than Water";"P. J. Parrish";"2003";"Pinnacle Books";"http://images.amazon.com/images/P/0786014202.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0786014202.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0786014202.01.LZZZZZZZ.jpg"
"1551667177";"At The Stroke Of Madness (Maggie O'Dell Novels (Hardcover))";"Alex Kava";"2003";"Mira Books";"http://images.amazon.com/images/P/1551667177.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1551667177.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/1551667177.01.LZZZZZZZ.jpg"
"0385134649";"Quasar, Quasar, Burning Bright: [Essays]";"Isaac Asimov";"1978";"Bantam Dell Pub Group";"http://images.amazon.com/images/P/0385134649.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0385134649.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0385134649.01.LZZZZZZZ.jpg"
"0446512451";"Thy Brother's Wife ([The Passover trilogy])";"Andrew M. Greeley";"1982";"Warner Books Inc";"http://images.amazon.com/images/P/0446512451.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0446512451.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0446512451.01.LZZZZZZZ.jpg"
"0671888005";"LEADING WITH MY HEART : MY LIFE";"Virginia Kelley";"1994";"Simon &amp; Schuster";"http://images.amazon.com/images/P/0671888005.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0671888005.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0671888005.01.LZZZZZZZ.jpg"
"0894803166";"The Garden Primer";"Barbara Damrosch";"1988";"Workman Publishing";"http://images.amazon.com/images/P/0894803166.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0894803166.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0894803166.01.LZZZZZZZ.jpg"
"0671024256";"On Writing";"Stephen King";"2001";"Pocket";"http://images.amazon.com/images/P/0671024256.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0671024256.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0671024256.01.LZZZZZZZ.jpg"
"1889538019";"The Natural Water Garden (21st Century Gardening Series, Handbook No. 151)";"C. Colston Burrell";"1997";"Brooklyn Botanic Garden";"http://images.amazon.com/images/P/1889538019.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1889538019.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/1889538019.01.LZZZZZZZ.jpg"
"044900094X";"Woman on the Edge of Time";"Marge Piercy";"1997";"Ballantine Books";"http://images.amazon.com/images/P/044900094X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/044900094X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/044900094X.01.LZZZZZZZ.jpg"
"0312318383";"The Two Americas : Our Current Political Deadlock and How to Break It";"Stanley B. Greenberg";"2004";"Thomas Dunne Books";"http://images.amazon.com/images/P/0312318383.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0312318383.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0312318383.01.LZZZZZZZ.jpg"
"0385482493";"The Gifts of the Jews : How a Tribe of Desert Nomads Changed the Way Everyone Thinks and Feels (Hinges of History)";"Thomas Cahill";"1999";"Anchor";"http://images.amazon.com/images/P/0385482493.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0385482493.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0385482493.01.LZZZZZZZ.jpg"
"0060083816";"Don't Know Much About History : Everything You Need to Know About American History but Never Learned (Davis, Kenneth C. Don't Know Much.)";"Kenneth C. Davis";"2003";"HarperCollins";"http://images.amazon.com/images/P/0060083816.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0060083816.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0060083816.01.LZZZZZZZ.jpg"
"0375414827";"The Language Police:  How Pressure Groups Restrict What Students Learn";"DIANE RAVITCH";"2003";"Knopf";"http://images.amazon.com/images/P/0375414827.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0375414827.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0375414827.01.LZZZZZZZ.jpg"
"0671000624";"GREAT FLYING STORIES";"Frederick Forsyth";"1997";"Pocket";"http://images.amazon.com/images/P/0671000624.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0671000624.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0671000624.01.LZZZZZZZ.jpg"
"0812881931";"The Understudy";"Elia Kazan";"1986";"Natl Book Network";"http://images.amazon.com/images/P/0812881931.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0812881931.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0812881931.01.LZZZZZZZ.jpg"
"0449212777";"The Lonely Sea";"Alistair MacLean";"1987";"Fawcett Books";"http://images.amazon.com/images/P/0449212777.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0449212777.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0449212777.01.LZZZZZZZ.jpg"
"0553297260";"Darkness";"John Saul";"1992";"Bantam Books";"http://images.amazon.com/images/P/0553297260.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0553297260.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0553297260.01.LZZZZZZZ.jpg"
"0020598904";"The Age of Innocence";"Edith Wharton";"1920";"Collier Books";"http://images.amazon.com/images/P/0020598904.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0020598904.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0020598904.01.LZZZZZZZ.jpg"
"0449211649";"Down to a Sunless Sea";"David Graham";"1982";"Fawcett Books";"http://images.amazon.com/images/P/0449211649.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0449211649.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0449211649.01.LZZZZZZZ.jpg"
"0804102201";"The Thanatos Syndrome";"Walker Percy";"1994";"Ivy Books";"http://images.amazon.com/images/P/0804102201.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0804102201.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0804102201.01.LZZZZZZZ.jpg"
"1551666006";"Angel Mine (Mira)";"Sherryl Woods";"2000";"Mira";"http://images.amazon.com/images/P/1551666006.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1551666006.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/1551666006.01.LZZZZZZZ.jpg"
"0553211927";"Sons and Lovers (Bantam Classics)";"D. H. Lawrence";"1985";"Bantam Books";"http://images.amazon.com/images/P/0553211927.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0553211927.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0553211927.01.LZZZZZZZ.jpg"
"055327094X";"Qb VII";"Leon Uris";"1982";"Bantam Books";"http://images.amazon.com/images/P/055327094X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/055327094X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/055327094X.01.LZZZZZZZ.jpg"
"0061099341";"As the Crow Flies";"Jeffrey Archer";"1992";"HarperTorch";"http://images.amazon.com/images/P/0061099341.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0061099341.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0061099341.01.LZZZZZZZ.jpg"
"0380008696";"Herzog";"Saul Bellow";"1976";"Avon";"http://images.amazon.com/images/P/0380008696.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0380008696.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0380008696.01.LZZZZZZZ.jpg"
"038097536X";"The Heir";"Johanna Lindsey";"2000";"William Morrow &amp; Company";"http://images.amazon.com/images/P/038097536X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/038097536X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/038097536X.01.LZZZZZZZ.jpg"
"076962989X";"I'm a Little Teapot (My Carry Along Board Books)";"Moira  Kemp";"2003";"Gingham Dog Press";"http://images.amazon.com/images/P/076962989X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/076962989X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/076962989X.01.LZZZZZZZ.jpg"
"1400031699";"The Little Friend";"Donna Tartt";"2003";"Vintage";"http://images.amazon.com/images/P/1400031699.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1400031699.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/1400031699.01.LZZZZZZZ.jpg"
"0740704818";"The Blue Day Book";"Bradley Trevor Greive";"2000";"Andrews McMeel Publishing";"http://images.amazon.com/images/P/0740704818.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0740704818.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0740704818.01.LZZZZZZZ.jpg"
"0684837188";"Lost Discoveries : The Ancient Roots of Modern Science--from the Babylonians to the Maya";"Dick Teresi";"2002";"Simon &amp; Schuster";"http://images.amazon.com/images/P/0684837188.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0684837188.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0684837188.01.LZZZZZZZ.jpg"
"0971394245";"Abuse Your Illusions : The Disinformation Guide To Media Mirages And Establishment Lies";"Russ Kick";"2003";"The Disinformation Company";"http://images.amazon.com/images/P/0971394245.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0971394245.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0971394245.01.LZZZZZZZ.jpg"
"0440001994";"Alaskans";"Amanda Willoughby";"1980";"Dell Publishing";"http://images.amazon.com/images/P/0440001994.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0440001994.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0440001994.01.LZZZZZZZ.jpg"
"0843945249";"Cougar's Woman";"Ronda Thompson";"1999";"Leisure Books";"http://images.amazon.com/images/P/0843945249.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0843945249.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0843945249.01.LZZZZZZZ.jpg"
"0061085189";"Heart of a Knight";"Barbara Samuel";"1997";"Harper Mass Market Paperbacks (Mm)";"http://images.amazon.com/images/P/0061085189.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0061085189.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0061085189.01.LZZZZZZZ.jpg"
"0843940352";"A Whisper in the Wind";"Madeline Baker";"1993";"Leisure Books";"http://images.amazon.com/images/P/0843940352.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0843940352.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0843940352.01.LZZZZZZZ.jpg"
"0871133652";"Who Needs Theatre: Dramatic Opinions";"Robert Brustein";"1987";"Atlantic Monthly Press";"http://images.amazon.com/images/P/0871133652.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0871133652.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0871133652.01.LZZZZZZZ.jpg"
"0441871976";"A War of Shadows";"Jack L. Chalker";"1991";"Ace Books";"http://images.amazon.com/images/P/0441871976.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0441871976.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0441871976.01.LZZZZZZZ.jpg"
"0674854292";"Summer for the Gods: The Scopes Trial and America's Continuing Debate over Science and Religion";"Edward J. Larson";"1998";"Harvard University Press";"http://images.amazon.com/images/P/0674854292.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0674854292.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0674854292.01.LZZZZZZZ.jpg"
"0312869126";"The Slave and the Free: Walk to the End of the World ; Motherlines";"Suzy McKee Charnas";"1999";"Tor Books";"http://images.amazon.com/images/P/0312869126.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0312869126.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0312869126.01.LZZZZZZZ.jpg"
"0671530674";"How To Play Popular Piano In 10 Easy Lessons";"Norman Monath";"1984";"Fireside";"http://images.amazon.com/images/P/0671530674.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0671530674.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0671530674.01.LZZZZZZZ.jpg"
"0762104295";"Container Gardening for All Seasons";"Reader's Digest";"2003";"Reader's Digest Association";"http://images.amazon.com/images/P/0762104295.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0762104295.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0762104295.01.LZZZZZZZ.jpg"
"0696215462";"Biggest Book of Slow Cooker Recipes (Better Homes &amp; Gardens (Paperback))";"Chuck Smothermon";"2002";"Better Homes and Gardens Books";"http://images.amazon.com/images/P/0696215462.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0696215462.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0696215462.01.LZZZZZZZ.jpg"
"039952844X";"Cook Once, Eat for a Week: A Busy Mom's Healthy Cookbook";"Jyl Steinback";"2003";"Berkley Publishing Group";"http://images.amazon.com/images/P/039952844X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/039952844X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/039952844X.01.LZZZZZZZ.jpg"
"0312875894";"Point of Dreams";"Melissa Scott";"2001";"Tor Books";"http://images.amazon.com/images/P/0312875894.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0312875894.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0312875894.01.LZZZZZZZ.jpg"
"0385483724";"Desire of the Everlasting Hills: The World Before and After Jesus (Hinges of History (Paper), Vol 3)";"Thomas Cahill";"2001";"Anchor Books/Doubleday";"http://images.amazon.com/images/P/0385483724.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0385483724.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0385483724.01.LZZZZZZZ.jpg"
"0060506040";"Worlds Enough &amp; Time : Five Tales of Speculative Fiction";"Dan Simmons";"2002";"Eos";"http://images.amazon.com/images/P/0060506040.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0060506040.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0060506040.01.LZZZZZZZ.jpg"
"0060510862";"The Forever War";"Joe Haldeman";"2003";"Eos";"http://images.amazon.com/images/P/0060510862.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0060510862.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0060510862.01.LZZZZZZZ.jpg"
"0805070516";"American Son: A Portrait of John F. Kennedy, Jr.";"Richard Blow";"2002";"Henry Holt &amp; Company";"http://images.amazon.com/images/P/0805070516.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0805070516.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0805070516.01.LZZZZZZZ.jpg"
"1587541068";"Phases of Gravity";"Dan Simmons";"2001";"Olmstead Press";"http://images.amazon.com/images/P/1587541068.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1587541068.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/1587541068.01.LZZZZZZZ.jpg"
"0345368096";"The Passion of the Western Mind: Understanding the Ideas That Have Shaped Our World View";"Richard Tarnas";"1993";"Ballantine Books";"http://images.amazon.com/images/P/0345368096.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0345368096.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0345368096.01.LZZZZZZZ.jpg"
"0226482316";"The Beginnings of Western Science: The European Scientific Tradition in Philosophical, Religious, and Institutional Context, 600 B.C. to A.D. 1450";"David C. Lindberg";"1992";"University of Chicago Press";"http://images.amazon.com/images/P/0226482316.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0226482316.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0226482316.01.LZZZZZZZ.jpg"
"0849916550";"He Chose The Nails";"Max Lucado";"2000";"W Publishing Group";"http://images.amazon.com/images/P/0849916550.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0849916550.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0849916550.01.LZZZZZZZ.jpg"
"0515123846";"Double Edge";"Robert W. Walker";"1998";"Jove Books";"http://images.amazon.com/images/P/0515123846.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0515123846.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0515123846.01.LZZZZZZZ.jpg"
"0156130637";"Black Mischief: Language, Life, Logic, Luck-Second Edition";"David Berlinski";"1988";"Harvest Books";"http://images.amazon.com/images/P/0156130637.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0156130637.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0156130637.01.LZZZZZZZ.jpg"
"0425056252";"Black Widow";"Christina Crawford";"1982";"Berkley Publishing Group";"http://images.amazon.com/images/P/0425056252.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0425056252.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0425056252.01.LZZZZZZZ.jpg"
"0849936535";"Living Somewhere Between Estrogen And Death";"Barbara Johnson";"1997";"W Publishing Group";"http://images.amazon.com/images/P/0849936535.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0849936535.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0849936535.01.LZZZZZZZ.jpg"
"0452283795";"Wanderlust";"Chris Dyer";"2003";"Plume Books";"http://images.amazon.com/images/P/0452283795.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0452283795.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0452283795.01.LZZZZZZZ.jpg"
"0515128007";"The Morning After";"Suzanne Forster";"2000";"Jove Books";"http://images.amazon.com/images/P/0515128007.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0515128007.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0515128007.01.LZZZZZZZ.jpg"
"0425076628";"Partners in Crime";"Agatha Christie";"1984";"Penguin Putnam~mass";"http://images.amazon.com/images/P/0425076628.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0425076628.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0425076628.01.LZZZZZZZ.jpg"
"0061053309";"The Truth Is Out There (The Official Guide to the X-Files, Vol. 1)";"Brian Lowry";"1995";"Perennial Currents";"http://images.amazon.com/images/P/0061053309.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0061053309.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0061053309.01.LZZZZZZZ.jpg"
"0807122262";"The Dixie Association (Voices of the South)";"Donald Hays";"1997";"Louisiana State University Press";"http://images.amazon.com/images/P/0807122262.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0807122262.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0807122262.01.LZZZZZZZ.jpg"
"0446670006";"Dork of Cork";"Chet Raymo";"1994";"Warner Books";"http://images.amazon.com/images/P/0446670006.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0446670006.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0446670006.01.LZZZZZZZ.jpg"
"0446673145";"Headcrash";"Bruce Bethke";"1997";"Warner Books";"http://images.amazon.com/images/P/0446673145.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0446673145.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0446673145.01.LZZZZZZZ.jpg"
"067973807X";"Beyond Numeracy: Ruminations of a Numbers Man";"John Allen Paulos";"1992";"Vintage Books USA";"http://images.amazon.com/images/P/067973807X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/067973807X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/067973807X.01.LZZZZZZZ.jpg"
"0894867202";"Getting a Life";"W Dana";"1990";"Hazelden";"http://images.amazon.com/images/P/0894867202.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0894867202.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0894867202.01.LZZZZZZZ.jpg"
"0446357588";"Courage to Change : Personal Conversation About Alcoholism with Dennis Wholey";"Dennis Wholey";"1988";"Warner Books";"http://images.amazon.com/images/P/0446357588.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0446357588.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0446357588.01.LZZZZZZZ.jpg"
"0451168569";"Burnt: A Teenage Addict's Road to Recovery";"Craig Fraser";"1990";"New Amer Library (Mm)";"http://images.amazon.com/images/P/0451168569.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0451168569.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0451168569.01.LZZZZZZZ.jpg"
"0932379613";"Metamorphosis: Reflections on Recovery";"Judith McDaniel";"1989";"Firebrand Books";"http://images.amazon.com/images/P/0932379613.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0932379613.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0932379613.01.LZZZZZZZ.jpg"
