"ISBN";"Book-Title";"Book-Author";"Year-Of-Publication";"Publisher";"Image-URL-S";"Image-URL-M";"Image-URL-L"
"0517556758";"Weddings";"Martha Stewart";"1987";"Clarkson N Potter Publishers";"http://images.amazon.com/images/P/0517556758.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0517556758.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0517556758.01.LZZZZZZZ.jpg"
"0881660965";"The Best Wedding Shower Book: A Complete Guide for Party Planners";"Courtney Cooke";"1997";"Meadowbrook Press";"http://images.amazon.com/images/P/0881660965.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0881660965.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0881660965.01.LZZZZZZZ.jpg"
"188559304X";"Vroom! Vroom!: Making 'Dozers,'Copters, Trucks &amp; More (Williamson Kids Can! Series)";"Judy Press";"1997";"Williamson Publishing Company (VT)";"http://images.amazon.com/images/P/188559304X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/188559304X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/188559304X.01.LZZZZZZZ.jpg"
"1557346755";"Simple Science Fun: Hands-On Science Made Easy";"Evan Forbes";"1996";"Teacher Created Materials";"http://images.amazon.com/images/P/1557346755.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1557346755.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/1557346755.01.LZZZZZZZ.jpg"
"155734678X";"Creative Crafts for Clever Kids: Exciting Projects from Everyday Stuff";"Loralyn Radcliffe";"1996";"Teacher Created Materials";"http://images.amazon.com/images/P/155734678X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/155734678X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/155734678X.01.LZZZZZZZ.jpg"
"1557346763";"Art for All Seasons: Simple, Fun Projects for Seasons and Holidays";"Susie Alexander";"1996";"Teacher Created Materials";"http://images.amazon.com/images/P/1557346763.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1557346763.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/1557346763.01.LZZZZZZZ.jpg"
"0061093335";"Nora, Nora: A Novel";"Anne Rivers Siddons";"2001";"HarperTorch";"http://images.amazon.com/images/P/0061093335.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0061093335.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0061093335.01.LZZZZZZZ.jpg"
"0385479670";"Catechism of the Catholic Church";"U.S. Catholic Church";"1995";"Image";"http://images.amazon.com/images/P/0385479670.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0385479670.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0385479670.01.LZZZZZZZ.jpg"
"0786861924";"The Beardstown Ladies' Stitch-In-Time Guide to Growing Your Nest Egg: Step-By-Step Planning for a Comfortable Financial Future";"Beardstown Ladies Investment Club";"1996";"Hyperion Books";"http://images.amazon.com/images/P/0786861924.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0786861924.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0786861924.01.LZZZZZZZ.jpg"
"0890430403";"How to Buy a House, Condo, or Co";"Michael C. Thomsett";"1987";"Consumers Union U.S.";"http://images.amazon.com/images/P/0890430403.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0890430403.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0890430403.01.LZZZZZZZ.jpg"
"1551669021";"Like Silk";"Mary Lynn Baxter";"2002";"Mira";"http://images.amazon.com/images/P/1551669021.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1551669021.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/1551669021.01.LZZZZZZZ.jpg"
"076270327X";"North Carolina Curiosities, 3rd: Jerry Bledsoe's Guide to Outlandish Things to See and Do in North Carolina";"Sara Pitzer";"1999";"Globe Pequot";"http://images.amazon.com/images/P/076270327X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/076270327X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/076270327X.01.LZZZZZZZ.jpg"
"0375504443";"Double Fold: Libraries and the Assault on Paper";"Nicholson Baker";"2001";"Random House Trade";"http://images.amazon.com/images/P/0375504443.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0375504443.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0375504443.01.LZZZZZZZ.jpg"
"0618015841";"Word Freak: Heartbreak, Triumph, Genius, and Obsession in the World of Competitive Scrabble Players";"Stefan Fatsis";"2001";"Houghton Mifflin Company";"http://images.amazon.com/images/P/0618015841.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0618015841.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0618015841.01.LZZZZZZZ.jpg"
"0681403225";"More Than Complete Hitchhiker's Guide: Complete &amp; Unabridged";"Douglas Adams";"1987";"Longmeadow Press";"http://images.amazon.com/images/P/0681403225.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0681403225.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0681403225.01.LZZZZZZZ.jpg"
"0385316518";"The Plague Tales";"Ann Benson";"1997";"Bantam Dell Pub Group";"http://images.amazon.com/images/P/0385316518.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0385316518.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0385316518.01.LZZZZZZZ.jpg"
"0440324971";"The Feminine Mystique (Laurel Book)";"Betty Friedan";"1984";"Dell Publishing Company";"http://images.amazon.com/images/P/0440324971.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0440324971.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0440324971.01.LZZZZZZZ.jpg"
"0140168125";"Big Sur";"Jack Kerouac";"1992";"Penguin Books";"http://images.amazon.com/images/P/0140168125.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0140168125.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0140168125.01.LZZZZZZZ.jpg"
"0192829068";"The Masterpiece (The World's Classics)";"Emile Zola";"1993";"Oxford University Press";"http://images.amazon.com/images/P/0192829068.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0192829068.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0192829068.01.LZZZZZZZ.jpg"
"0688141862";"The Yankee Way to Simplify Your Life: Old-Fashioned Wisdom for a New-Fangled World";"Jay Heinrichs";"1996";"Harpercollins";"http://images.amazon.com/images/P/0688141862.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0688141862.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0688141862.01.LZZZZZZZ.jpg"
"0446602450";"Spencerville";"Nelson DeMille";"1995";"Warner Books";"http://images.amazon.com/images/P/0446602450.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0446602450.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0446602450.01.LZZZZZZZ.jpg"
"0804113831";"The Sins of the Wolf (William Monk Novels (Paperback))";"Anne Perry";"1995";"Ballantine Books";"http://images.amazon.com/images/P/0804113831.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0804113831.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0804113831.01.LZZZZZZZ.jpg"
"0061092193";"Men at Arms";"Terry Pratchett";"1997";"HarperTorch";"http://images.amazon.com/images/P/0061092193.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0061092193.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0061092193.01.LZZZZZZZ.jpg"
"0061031321";"Thief of Time";"Terry Pratchett";"2002";"HarperTorch";"http://images.amazon.com/images/P/0061031321.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0061031321.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0061031321.01.LZZZZZZZ.jpg"
"0446359750";"Devices and Desires";"Phyllis White";"1991";"Warner Books";"http://images.amazon.com/images/P/0446359750.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0446359750.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0446359750.01.LZZZZZZZ.jpg"
"0380818604";"The Curse of Chalion";"Lois McMaster Bujold";"2002";"HarperTorch";"http://images.amazon.com/images/P/0380818604.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0380818604.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0380818604.01.LZZZZZZZ.jpg"
"0812577833";"The Far Shore of Time (Eschaton Sequence)";"Frederik Pohl";"2000";"Tor Books";"http://images.amazon.com/images/P/0812577833.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0812577833.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0812577833.01.LZZZZZZZ.jpg"
"0440208513";"The Evening News";"Arthur Hailey";"1991";"Dell";"http://images.amazon.com/images/P/0440208513.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0440208513.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0440208513.01.LZZZZZZZ.jpg"
"0553299077";"The Face of the Waters";"Robert Silverberg";"1992";"Spectra Books";"http://images.amazon.com/images/P/0553299077.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0553299077.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0553299077.01.LZZZZZZZ.jpg"
"0061054895";"Soul Music (Discworld Novels (Paperback))";"Terry Pratchett";"1995";"HarperTorch";"http://images.amazon.com/images/P/0061054895.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0061054895.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0061054895.01.LZZZZZZZ.jpg"
"0688177867";"The Book Borrower: A Novel";"Alice Mattison";"2000";"Perennial";"http://images.amazon.com/images/P/0688177867.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0688177867.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0688177867.01.LZZZZZZZ.jpg"
"0440458226";"More Adventures of the Great Brain (Dell Yearling Book)";"JOHN FITZGERALD";"1971";"Yearling";"http://images.amazon.com/images/P/0440458226.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0440458226.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0440458226.01.LZZZZZZZ.jpg"
"0767916069";"Under the Tuscan Sun : At Home in Italy";"FRANCES MAYES";"2003";"Broadway";"http://images.amazon.com/images/P/0767916069.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0767916069.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0767916069.01.LZZZZZZZ.jpg"
